image,ad_url,title,currency,price,city,date,description,bedrooms
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-1-bedroom-apartment-for-rent-45-greenbrae-circuit/1568954847,Scarborough 1 Bedroom Apartment for Rent - 45 Greenbrae Circuit,$,"1,988",City of Toronto,09-09-2022,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (416) 439-2567Virtual Open House: View our units by clicking ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1625096041,Newly Renovated & Spacious - 1 bedroom for Rent,$,"2,200",Toronto,09-09-2022,"Located uptown in the prime Yonge and Eglinton area, 107 Redpath Avenue is tucked away on a quiet side street just south of Eglinton Avenue. This charming low rise offers you a quiet retreat from the ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1629355687,Newly Renovated & Spacious - 1 bedroom for Rent,$,"2,025",Toronto,09-09-2022,"Located in the historic Annex district, 161 St. George Street is a beautifully maintained mid-rise building featuring large, renovated apartments for rent. The building consists of bachelors and one ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1625489337,Newly Renovated & Spacious - 1 bedroom for Rent,$,"2,150",Toronto,09-09-2022,"Located in the historic Annex district, 177 St. George Street is a beautifully maintained mid-rise building featuring large, renovated apartments for rent. The building consists of Bachelors, One & ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1625285874,Newly Renovated & Spacious - Bachelor for Rent,$,"1,800",Toronto,09-09-2022,"Located in the historic Annex district, 161 St. George Street is a beautifully maintained mid-rise building featuring large, renovated apartments for rent. The building consists of bachelors and one ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1625456232,Newly Renovated & Spacious - Bachelor for Rent,$,"1,850",Toronto,09-09-2022,"Located in the historic Annex district, 177 St. George Street is a beautifully maintained mid-rise building featuring large, renovated apartments for rent. The building consists of Bachelors, One & ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/house-for-rent/1632326960,House for Rent,$,"3,500",Toronto,09-09-2022,HOUSE LIKE NEW ONLY FOR CLEAN AND HYGENIC PEOPLE. if you don't know how to keep the house clean then this is not for you!! close to all the amenities Main intersection is Morningside and Sheppard. we ...,3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1631398315,Newly Renovated & Spacious - Bachelor for Rent,$,"1,700",Toronto,09-09-2022,"Conveniently located in the exciting and lively neighbourhood of Church and Wellesley, 608 Church Street is a quiet, well-maintained low-rise building exclusively featuring fully renovated, large ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-3-bedrooms-for-rent/1631018883,Newly Renovated & Spacious - 3 bedrooms for Rent,$,"2,349",Scarborough,09-09-2022,"Fully renovated and spacious suites with modern open concept kitchen featuring chrome accents, quartz countertop, new stainless steel double under mount sink with tall sink faucet, modern cabinetry, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated and spacious suites",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1625096009,Newly Renovated & Spacious - 1 bedroom for Rent,$,"1,826",Toronto,09-09-2022,"A well maintained low rise with spacious, upgraded suites, 391 Sherbourne Street consists of bachelor and one bedroom apartments. Each unit has spacious kitchen counterspace, closets with large ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1631398127,Newly Renovated & Spacious - Bachelor for Rent,$,"1,550",Toronto,09-09-2022,"A well maintained low rise with spacious, upgraded suites, 391 Sherbourne Street consists of bachelor and one bedroom apartments. Each unit has spacious kitchen counterspace, closets with large ...","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1632045371,Newly Renovated & Spacious - 1 bedroom for Rent,$,"1,904",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated spacious suites with open-concept kitchen",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632045412,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"2,235",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated spacious suites with open-concept kitchen",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-3-bedrooms-for-rent/1632045343,Newly Renovated & Spacious - 3 bedrooms for Rent,$,"2,556",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated spacious suites with open-concept kitchen",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1632045352,Newly Renovated & Spacious - Bachelor for Rent,$,"1,597",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated spacious suites with open-concept kitchen","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632045590,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"2,430",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suite features kitchen with modern features and finishes including laminate countertops, new overmount sink, and ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-bachelor-for-rent/1632045639,Newly Renovated & Spacious - Bachelor for Rent,$,"1,700",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS","Beds:
                                                     Bachelor/Studio"
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1632045186,Newly Renovated & Spacious - 1 bedroom for Rent,$,"2,124",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632045180,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"2,473",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suites with open-concept kitchen featuring chrome accents, breakfast bar, laminate countertops, new over mount sink, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632045805,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"3,115",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENT Located at 1265 Birchmount Road in Toronto, Ontario, in the Scarborough district, this three-storey purpose built rental development will ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-3-bedrooms-for-rent/1632045696,Newly Renovated & Spacious - 3 bedrooms for Rent,$,"3,989",Scarborough,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENT Located at 1265 Birchmount Road in Toronto, Ontario, in the Scarborough district, this three-storey purpose built rental development will ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                RENT WITH US AND GET ACCESS TO OUR MEMBERPERKS PROGRAM FOR RESIDENTS",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632045265,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"2,275",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suite features kitchen with modern features and finishes including laminate countertops, new overmount sink, and ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Fully renovated and spacious apartments with open kitchen",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-1-bedroom-for-rent/1632045650,Newly Renovated & Spacious - 1 bedroom for Rent,$,"1,984",Toronto,09-09-2022,"ASK US ABOUT OUR FREE MEMBERPERKS PROGRAM FOR RESIDENTS Fully renovated spacious suite with open-concept kitchen featuring chrome accents, breakfast bar, hard surface countertops, undermount double ...",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,Renovated Modern Jr. 1 Bedroom,$,"1,995",City of Toronto,09-09-2022,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-modern-jr-1-bedroom/1505828049,Renovated Modern Jr. 1 Bedroom,$,"1,995",City of Toronto,09-09-2022,Lakeview Towers Located at 22 Close Avenue (King & Dunn) Apartment Features: 510-659 SQ FT Renovated kitchen Freshly painted Parquet flooring Large balcony with incredible views Ample closet space ...,1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-at-st-clair-scarlett-for-lease/1628097205,2 BEDROOM APARTMENT AT ST CLAIR & SCARLETT  FOR LEASE,$,"1,850",City of Toronto,06-09-2022,Up for rent is 2 bedroom 1 bathroom apartment located at 2696 ST CLAIR AVE WEST -TTC STOP AT FRONT DOOR -TOP FLOOR OF LOWRISE BUILDING -LARGEC WINDOWS IN EVERY ROOM -COMPLETELY RENOVATED A FEW YEARS ...,2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-large-apt-for-rent-steps-to-victoria-park-station/1608034067,1 Bedroom Large Apt. for Rent Steps to Victoria Park Station!,$,"1,795",City of Toronto,02-09-2022,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Proudly Managed by Realstar Management! Cambridge Place Apartments Offers Bachelor, 1, 1-Bedroom Large, 2 and 3-Bedroom Suites! Office Open Daily!",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-2bath-condos-for-lease-in-north-york/1614394223,2 bed & 2bath condos for lease in North York,$,"2,600",City of Toronto,22-08-2022,"Good Morning, Check out hundreds of beautiful & safe 1 or 2 Bedroom condos in North york today. At Rentbaba.ca, Our friendly team of local realtors have access to hundreds of spacious and beautiful ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                condo for rent in North york",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-for-rent-in-midtown-torontos-leaside-neighourhood/1623036035,1 Bedroom  for Rent in Midtown Toronto's Leaside Neighourhood!,$,"1,975",City of Toronto,25-08-2022,"Touch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today. Our Rental Office remains operational in light of COVID-19. The health and safety of you, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Proudly Managed by Realstar Management!  Kelvingrove Apartments Offers Fully Renovated bachelor, 1, 2 and Coach House Apartments! Book Your Viewing Today!!",1
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-spacious-2-bedrooms-for-rent/1632298489,Newly Renovated & Spacious - 2 bedrooms for Rent,$,"2,599",Toronto,09-09-2022,"Fully renovated and spacious suites with modern open concept kitchen featuring chrome accents, quartz countertop, new stainless steel double under mount sink with tall sink faucet, modern cabinetry, ...
                        
                            
                            
                                
                            
                            
                        

                        
                            
                                Limited Period Offer - 1st Month Free on a 13 Months Lease on Select Units",2
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/sheppard-victoria-parkoct-1-3-bedrms-2-living-new-elegant-reno/1632326680,"Sheppard/victoria parkOCT 1,3 bedrms + 2 living NEW elegant reno",$,"3,350",Scarborough,09-09-2022,"Sheppard/victoria park,MOVE IN after October,3 bedrms + 2 living room,elegant renovated,LUXURY OPEN CONCEPT ISLAND ,5 stainless steele appliance,BEAUTIFUL BACKYARD for entertainment,2 ...",3
https://ca.classistatic.com/static/V/11161/img/placeholder-large.png,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/11-wellesley-street-condos-2-bedroom-den-w-huge-terrace/1632326175,11 WELLESLEY STREET CONDOS - 2 BEDROOM+DEN W/HUGE TERRACE,$,"3,700",Toronto,09-09-2022,* * * PLEASE REPLY FROM YOUR PERSONAL EMAIL ADDRESS FOR THE QUICKEST RESPONSE & AN APPLICATION FORM TO INFO@ELIZABETHGOULART.COM * * * WATCH THIS LIVE VIDEO TOUR AT: ...,2
